x,y,label,ood_score,pic_name
62.677597,-7.708325,0,0.162943,lll3024.jpg
50.332951,-5.129276,0,0.100332,lll1891.jpg
-77.301262,26.655397,0,0.064652,lll42.jpg
56.696262,-9.259799,0,0.166588,lll2160.jpg
3.431662,-38.198189,0,0.127714,lll13064.jpg
-16.658028,-72.474304,0,0.052699,lll83.jpg
4.667842,32.227623,0,0.248741,lll12.jpg
0.382845,34.798714,0,0.366207,lll3291.jpg
-55.635651,34.797321,0,0.187823,lll2464.jpg
-74.621788,29.984192,0,0.186285,lll2121.jpg
-55.27589,30.702967,0,0.566278,lll1511.jpg
-57.412975,33.848106,0,0.070287,lll1881.jpg
-61.573013,31.347742,0,0.047447,lll3172.jpg
-75.341286,31.106256,0,0.010788,lll2452.jpg
-3.36625,-57.735889,0,0.163808,lll3032.jpg
-40.349709,13.103301,0,0.585883,lll1513.jpg
0.566698,33.455063,0,0.254906,lll2120.jpg
62.11245,-4.352417,0,0.090459,lll2891.jpg
-6.450707,-47.813908,0,0.556849,lll13013.jpg
29.547024,14.129423,0,0.041782,lll50.jpg
-16.354393,-73.210876,0,0.052493,lll1884.jpg
0.055153,33.160656,0,0.154282,lll1820.jpg
60.229092,-2.18483,0,0.059614,lll3270.jpg
-75.310135,30.41931,0,0.02104,lll2421.jpg
-57.949596,34.085732,0,0.0924,lll2480.jpg
50.824387,-4.913373,0,0.104895,lll2490.jpg
-75.873474,33.813519,0,0.007157,lll3051.jpg
-54.963966,31.590149,0,0.424001,lll3184.jpg
-55.474411,31.627169,0,0.490737,lll84.jpg
5.409995,31.818405,0,0.452155,lll13012.jpg
-16.404659,-77.179298,0,0.054883,lll2423.jpg
-17.786871,-74.305946,0,0.054007,lll154.jpg
-60.511238,31.79936,0,0.050057,lll2474.jpg
38.343086,-1.591186,0,0.478262,lll303.jpg
-69.523178,24.391172,0,0.109558,lll13054.jpg
-24.593372,-72.905624,0,0.056384,lll3023.jpg
13.956491,53.456318,0,0.099192,lll22.jpg
-70.941704,31.975937,0,0.087505,lll1553.jpg
-10.094851,-24.036402,0,0.247093,lll2450.jpg
-2.779386,-8.334225,0,0.165146,lll312.jpg
-5.546287,-0.438001,0,0.176523,lll3210.jpg
16.356745,-4.577477,0,0.073196,lll71.jpg
53.670677,-1.497967,0,0.070119,lll301.jpg
4.419222,-35.562447,0,0.278827,lll2131.jpg
50.642769,13.78357,0,0.022496,lll2894.jpg
-42.590321,9.257442,0,0.552931,lll2113.jpg
-69.865158,31.659792,0,0.078018,lll2833.jpg
-72.194603,24.907993,0,0.128939,lll1544.jpg
-11.727784,18.387424,0,0.604974,lll3281.jpg
-1.529268,-7.429942,0,0.317121,lll2482.jpg
-10.172707,30.879137,0,0.664542,lll3094.jpg
7.93023,52.176384,0,0.329509,lll60.jpg
13.747585,57.153301,0,0.061248,lll13040.jpg
-16.835995,-73.451729,0,0.05311,lll1584.jpg
13.742664,53.026348,0,0.084678,lll13022.jpg
-77.002518,23.431738,0,0.368153,lll3063.jpg
-11.68735,18.121265,0,0.631855,lll3181.jpg
15.44725,-10.338517,0,0.379849,lll1812.jpg
14.334747,56.815437,0,0.061712,lll3140.jpg
13.747585,57.153301,0,0.061248,lll3040.jpg
53.57806,1.53305,0,0.087069,lll3252.jpg
62.38369,-5.071726,0,0.090751,lll3190.jpg
-3.118326,-58.196789,0,0.108868,lll2832.jpg
-12.506102,-69.680168,0,0.073536,lll2481.jpg
28.620213,13.983109,0,0.093398,lll3050.jpg
3.593679,-9.231129,0,0.442131,lll1880.jpg
-72.444107,27.876459,0,0.03515,lll2171.jpg
39.149574,-1.442587,0,0.403542,lll323.jpg
-9.551545,71.177155,0,0.045264,lll2811.jpg
-61.845955,31.507013,0,0.048399,lll3272.jpg
-75.580765,22.361498,0,0.342719,lll13093.jpg
-72.581947,37.501537,0,0.020403,lll3220.jpg
-57.666401,34.039314,0,0.102092,lll2181.jpg
4.577118,-38.261467,0,0.142265,lll13034.jpg
-18.074499,-75.129761,0,0.053383,lll1593.jpg
-1.52843,7.106816,0,0.184455,lll2140.jpg
44.915119,-2.337525,0,0.077181,lll3161.jpg
4.323799,35.948502,0,0.157056,lll2862.jpg
-14.552557,-6.678422,0,0.65432,lll2142.jpg
-19.058693,-73.220299,0,0.05448,lll2893.jpg
-72.118423,24.045696,0,0.053593,lll2144.jpg
50.140339,-5.041841,0,0.109272,lll1591.jpg
-71.256699,28.980869,0,0.088776,lll1550.jpg
-7.864481,71.499146,0,0.256728,lll3273.jpg
-9.253195,70.360695,0,0.130945,lll3111.jpg
-5.514611,-0.328365,0,0.168443,lll10.jpg
-0.453566,-6.435924,0,0.173186,lll1883.jpg
-57.547077,30.841467,0,0.392727,lll2411.jpg
55.371052,-5.016095,0,0.106624,lll280.jpg
-69.776924,33.158474,0,0.045748,lll3133.jpg
-75.203117,34.310265,0,0.007274,lll3251.jpg
62.355106,-5.534944,0,0.090516,lll90.jpg
-8.030443,67.763771,0,0.238037,lll3221.jpg
-7.882146,71.151581,0,0.332647,lll73.jpg
51.909363,-2.59725,0,0.116363,lll2460.jpg
28.683357,13.367396,0,0.134106,lll2850.jpg
-6.450706,-47.813892,0,0.556849,lll3013.jpg
37.694,12.709923,0,0.519151,lll2890.jpg
-1.879501,-54.185993,0,0.270188,lll2461.jpg
54.885551,-4.815226,0,0.102627,lll1300.jpg
1.819804,-34.175793,0,0.205562,lll62.jpg
51.58741,-3.450635,0,0.109403,lll1561.jpg
-69.523239,24.391169,0,0.109558,lll3054.jpg
-54.648903,31.559959,0,0.397569,lll13084.jpg
-54.647045,31.561502,0,0.397569,lll3084.jpg
12.087137,-11.109162,0,0.273198,lll153.jpg
-77.001419,23.432142,0,0.368153,lll13063.jpg
-42.643219,9.281612,0,0.555926,lll2413.jpg
13.071164,-10.874121,0,0.47651,lll243.jpg
-6.823053,-47.723347,0,0.604732,lll3113.jpg
50.571117,-1.912529,0,0.236677,lll151.jpg
-71.975731,29.895269,0,0.050471,lll1521.jpg
57.266155,-8.051555,0,0.429434,lll1560.jpg
-1.41038,-55.316296,0,0.316555,lll1570.jpg
-56.239864,34.045242,0,0.21569,lll2863.jpg
-55.265614,31.638226,0,0.456657,lll3284.jpg
-74.319283,30.808926,0,0.066691,lll2153.jpg
12.867799,-1.717527,0,0.606947,lll1851.jpg
-17.566246,-72.718826,0,0.054079,lll92.jpg
-73.469177,25.570133,0,0.07058,lll2814.jpg
-23.292524,-72.52581,0,0.055521,lll3253.jpg
46.59919,-4.426206,0,0.254249,lll1522.jpg
14.140284,56.648018,0,0.062634,lll3240.jpg
20.904682,-6.12942,0,0.534529,lll1874.jpg
-25.154636,-72.564484,0,0.056564,lll23.jpg
-9.172682,70.034958,0,0.141255,lll3211.jpg
-0.20444,34.254772,0,0.384335,lll3091.jpg
16.828138,-4.690376,0,0.080067,lll3171.jpg
-71.272598,29.930498,0,0.083608,lll2130.jpg
0.929625,28.98628,0,0.676447,lll1572.jpg
-74.835159,22.939346,0,0.316516,lll3293.jpg
-68.703392,30.016047,0,0.029832,lll1843.jpg
-13.575485,-70.972809,0,0.058426,lll1890.jpg
5.464924,31.384342,0,0.488601,lll2812.jpg
0.877272,-51.199535,0,0.122997,lll2494.jpg
62.339191,-5.353691,0,0.09068,lll3290.jpg
-11.093716,-23.632181,0,0.169966,lll2444.jpg
-72.392761,29.135592,0,0.136417,lll2430.jpg
0.163927,34.503922,0,0.372317,lll3191.jpg
62.394875,-8.046205,0,0.157486,lll3124.jpg
12.528204,-10.647909,0,0.458315,lll213.jpg
-1.038275,-54.27483,0,0.392788,lll2170.jpg
-6.204941,-0.536347,0,0.227941,lll2810.jpg
22.04183,-6.09712,0,0.667449,lll1824.jpg
45.038788,-2.644213,0,0.089073,lll3061.jpg
57.085102,-8.506295,0,0.32286,lll1860.jpg
-7.948812,71.887886,0,0.185852,lll3173.jpg
21.902384,-5.997232,0,0.629444,lll1574.jpg
5.727984,-38.842503,0,0.318481,lll1831.jpg
-7.078317,70.41671,0,0.327611,lll3230.jpg
-70.543724,24.182983,0,0.08776,lll3254.jpg
-70.508385,25.068491,0,0.093107,lll44.jpg
-65.997566,26.833403,0,0.218515,lll41.jpg
62.564449,-4.679323,0,0.09077,lll3090.jpg
62.215481,-8.310719,0,0.144794,lll3224.jpg
5.060438,31.983206,0,0.401031,lll3112.jpg
48.247028,-4.535444,0,0.122586,lll2422.jpg
-3.364257,-57.733616,0,0.163808,lll13032.jpg
-57.253544,33.550499,0,0.169738,lll1581.jpg
2.235024,-34.791451,0,0.179538,lll3062.jpg
50.588806,-5.089969,0,0.098583,lll2191.jpg
-18.816095,-72.564194,0,0.054612,lll13092.jpg
-7.819955,68.375702,0,0.193009,lll3021.jpg
59.473515,-0.39274,0,0.102669,lll2472.jpg
58.206848,-5.34709,0,0.161724,lll150.jpg
-13.658017,-22.568613,0,0.115583,lll3243.jpg
53.931767,-1.046159,0,0.059878,lll311.jpg
16.514633,-4.615994,0,0.075037,lll3271.jpg
-16.58909,-75.169899,0,0.052923,lll244.jpg
-11.989174,-23.197975,0,0.157276,lll2843.jpg
9.564216,53.059708,0,0.29814,lll1514.jpg
-68.791862,29.797359,0,0.029377,lll2143.jpg
-3.950628,-57.208965,0,0.436687,lll32.jpg
63.589314,-8.704426,0,0.274661,lll1832.jpg
-55.630199,34.150543,0,0.097597,lll3282.jpg
9.681313,52.811638,0,0.172219,lll1814.jpg
-73.39711,37.369129,0,0.021625,lll3020.jpg
30.580656,15.494184,0,0.207177,lll2192.jpg
-70.68158,28.890263,0,0.064889,lll1530.jpg
-13.260615,-22.713354,0,0.142552,lll3143.jpg
-15.416073,-6.56092,0,0.689406,lll1542.jpg
-70.303032,28.355894,0,0.063111,lll2872.jpg
13.285403,53.119675,0,0.087906,lll2822.jpg
52.092434,12.432736,0,0.084844,lll2874.jpg
38.770157,-1.517531,0,0.451258,lll313.jpg
-0.113084,-6.20772,0,0.182759,lll1583.jpg
15.046109,-54.918598,0,0.136041,lll3280.jpg
23.384586,-53.442574,0,0.319201,lll3174.jpg
-2.446012,-7.444252,0,0.178105,lll282.jpg
-17.201551,-74.715302,0,0.053278,lll214.jpg
4.788486,32.128563,0,0.322989,lll3212.jpg
51.53661,-1.66668,0,0.167333,lll211.jpg
-54.883339,34.332214,0,0.099364,lll3082.jpg
4.790607,-37.775993,0,0.139985,lll3134.jpg
-1.202599,-54.731171,0,0.46522,lll1870.jpg
4.276232,-38.951538,0,0.144595,lll2834.jpg
-5.623257,-0.70479,0,0.19059,lll3110.jpg
-69.444221,32.684811,0,0.058452,lll13033.jpg
-0.690737,-5.107557,0,0.172131,lll212.jpg
-9.470156,30.738173,0,0.611926,lll3294.jpg
4.35234,34.702496,0,0.22075,lll1864.jpg
-19.615814,-74.899117,0,0.053664,lll2152.jpg
-15.817725,-75.996216,0,0.053512,lll2123.jpg
-0.470812,32.79295,0,0.121494,lll1520.jpg
30.329992,16.386942,0,0.493624,lll1592.jpg
5.409995,31.818405,0,0.452155,lll3012.jpg
-76.479507,27.371687,0,0.151611,lll3042.jpg
53.08218,0.883308,0,0.093778,lll13052.jpg
-70.051353,26.44916,0,0.100724,lll2844.jpg
-9.676867,70.613182,0,0.105367,lll3011.jpg
-18.005907,-72.494812,0,0.05353,lll3192.jpg
52.051136,-1.561272,0,0.172692,lll241.jpg
-55.198513,34.028034,0,0.1009,lll3182.jpg
13.16775,-1.260453,0,0.483844,lll2151.jpg
-64.380615,31.502918,0,0.055923,lll2831.jpg
-72.310524,26.091352,0,0.070849,lll3214.jpg
53.26144,-2.945593,0,0.174552,lll2492.jpg
54.72784,-5.159041,0,0.08148,lll310.jpg
4.887369,-37.355293,0,0.1558,lll3234.jpg
-2.091474,-55.999443,0,0.342982,lll1862.jpg
-76.808311,27.087393,0,0.126337,lll3142.jpg
53.36129,1.2093,0,0.090759,lll3152.jpg
23.101711,-53.693329,0,0.302313,lll3274.jpg
63.222736,-8.971004,0,0.227083,lll2132.jpg
-16.945177,-72.055428,0,0.053319,lll3183.jpg
23.198391,-53.108799,0,0.349412,lll13074.jpg
28.636507,16.797916,0,0.127604,lll2861.jpg
-1.252066,5.732564,0,0.077716,lll2880.jpg
47.386227,-4.397135,0,0.150815,lll1822.jpg
-56.118896,31.076599,0,0.451594,lll1811.jpg
14.351972,57.256149,0,0.060613,lll2840.jpg
3.690104,-37.687298,0,0.127139,lll3164.jpg
-10.411452,-23.771049,0,0.49374,lll1580.jpg
14.912427,-53.996933,0,0.273695,lll2881.jpg
-18.41128,-71.808388,0,0.053587,lll2884.jpg
27.873947,17.470865,0,0.49795,lll1863.jpg
-12.085526,23.580921,0,0.467175,lll2433.jpg
-11.760712,18.533525,0,0.58978,lll81.jpg
8.100349,52.241722,0,0.31829,lll3260.jpg
-72.973114,37.437565,0,0.021321,lll3120.jpg
-75.047653,34.394104,0,0.007454,lll51.jpg
28.531158,17.009291,0,0.106661,lll2462.jpg
4.857115,-37.035183,0,0.169807,lll34.jpg
17.166544,-4.717626,0,0.087559,lll3071.jpg
53.681705,1.695721,0,0.082573,lll52.jpg
-12.282627,-69.43399,0,0.069686,lll2493.jpg
13.72111,56.620575,0,0.063925,lll40.jpg
-71.378136,32.204502,0,0.102509,lll1853.jpg
1.118518,28.861593,0,0.548563,lll2172.jpg
23.11442,-53.843182,0,0.316423,lll74.jpg
52.951107,-1.763693,0,0.088742,lll281.jpg
-61.319084,31.111898,0,0.042519,lll3072.jpg
-7.037775,70.154106,0,0.336178,lll30.jpg
-24.584059,-72.122414,0,0.056393,lll3123.jpg
-13.324806,-70.64888,0,0.057168,lll2182.jpg
-8.069369,67.557899,0,0.259565,lll21.jpg
-1.96401,-55.084145,0,0.257015,lll2162.jpg
-77.146042,26.796907,0,0.096494,lll3242.jpg
-68.781403,30.286837,0,0.040222,lll1543.jpg
4.111428,-8.677646,0,0.375326,lll2180.jpg
-15.898192,-77.903839,0,0.054572,lll324.jpg
-2.873594,-8.675922,0,0.17493,lll322.jpg
-1.202564,6.457624,0,0.409614,lll1540.jpg
-64.732025,32.010757,0,0.065985,lll3031.jpg
58.793114,0.699761,0,0.165739,lll1873.jpg
-70.132614,24.323118,0,0.099342,lll3154.jpg
-75.581665,22.361427,0,0.342719,lll3093.jpg
-17.32616,-71.657219,0,0.053759,lll13083.jpg
-70.632332,31.736563,0,0.100026,lll1534.jpg
45.038792,-2.644213,0,0.089073,lll13061.jpg
3.838438,-37.27314,0,0.128181,lll3264.jpg
-72.296326,31.373713,0,0.157436,lll2134.jpg
59.874481,-1.656289,0,0.074854,lll13070.jpg
-9.653657,68.205597,0,0.548068,lll1810.jpg
53.670631,-1.497698,0,0.070119,lll1301.jpg
2.235023,-34.791451,0,0.179538,lll13062.jpg
13.475244,53.440556,0,0.085802,lll3122.jpg
59.15852,0.220267,0,0.130919,lll2173.jpg
-1.156436,-7.016828,0,0.322029,lll2183.jpg
17.166544,-4.717626,0,0.087559,lll13071.jpg
2.13143,-34.491962,0,0.211267,lll3162.jpg
-54.883816,34.332207,0,0.099364,lll13082.jpg
-55.696514,33.788399,0,0.095927,lll82.jpg
-17.266285,-74.139687,0,0.053842,lll184.jpg
44.805759,-2.092131,0,0.067541,lll3261.jpg
-73.284096,26.110285,0,0.081986,lll3014.jpg
60.907776,-0.160943,0,0.122229,lll1894.jpg
-6.651655,71.206528,0,0.225346,lll13030.jpg
-22.92754,-72.736961,0,0.053529,lll3053.jpg
-1.330448,6.767913,0,0.527561,lll1840.jpg
14.080744,-56.597057,0,0.365057,lll2853.jpg
30.671356,15.305649,0,0.093794,lll2491.jpg
-24.90251,-72.231216,0,0.056406,lll3223.jpg
-61.319016,31.112202,0,0.042519,lll13072.jpg
-65.026779,25.776167,0,0.135308,lll2841.jpg
-65.51619,31.941338,0,0.083596,lll3231.jpg
-70.127792,33.523792,0,0.033516,lll3233.jpg
-72.734711,26.109892,0,0.079194,lll3114.jpg
-64.772949,25.226292,0,0.077157,lll2442.jpg
-6.651655,71.206528,0,0.225346,lll3030.jpg
-72.385941,37.535503,0,0.021456,lll20.jpg
-9.639647,67.1689,0,0.410454,lll2410.jpg
1.198725,28.750801,0,0.545126,lll2471.jpg
-72.995323,29.235622,0,0.134483,lll2443.jpg
62.109417,-8.458169,0,0.130614,lll24.jpg
-75.931229,27.610617,0,0.153632,lll2842.jpg
-64.731728,32.010933,0,0.065985,lll13031.jpg
-76.544075,23.56189,0,0.335312,lll3163.jpg
56.878403,-5.045946,0,0.101227,lll210.jpg
-13.903636,-71.425552,0,0.055815,lll2483.jpg
54.39465,-0.314236,0,0.050903,lll1.jpg
62.920784,-9.160084,0,0.242765,lll2432.jpg
29.383394,14.112486,0,0.054607,lll3250.jpg
-14.356534,-72.108665,0,0.053619,lll1882.jpg
-8.083276,68.083565,0,0.212852,lll3121.jpg
-65.69294,31.942556,0,0.102385,lll31.jpg
-9.307647,30.64642,0,0.540257,lll94.jpg
35.860737,20.81823,0,0.253663,lll1573.jpg
54.886341,-4.815711,0,0.102627,lll300.jpg
-75.918419,33.214088,0,0.007347,lll2851.jpg
-76.479141,27.371639,0,0.151611,lll13042.jpg
-72.459747,29.94593,0,0.085811,lll1821.jpg
-16.592188,-74.033936,0,0.052953,lll1523.jpg
-18.050161,-73.034698,0,0.053814,lll3292.jpg
38.343208,-1.591451,0,0.478262,lll1303.jpg
22.458389,-6.017794,0,0.483548,lll1524.jpg
54.555122,-5.358094,0,0.07592,lll320.jpg
63.178078,-7.732468,0,0.144105,lll2824.jpg
-75.518196,34.100384,0,0.007142,lll3151.jpg
45.364368,-4.539732,0,0.274925,lll2412.jpg
-23.586647,-73.120926,0,0.055761,lll53.jpg
15.266975,-55.06163,0,0.123565,lll80.jpg
-11.545196,17.341379,0,0.629104,lll2882.jpg
-70.37101,29.308661,0,0.081039,lll1850.jpg
60.942074,-0.000455,0,0.221854,lll1594.jpg
4.392534,34.302605,0,0.2497,lll1564.jpg
39.343079,-1.400125,0,0.356236,lll3.jpg
50.967995,13.381362,0,0.107979,lll2154.jpg
-72.632324,28.209326,0,0.033721,lll2470.jpg
60.123035,-1.887786,0,0.061366,lll3170.jpg
28.32341,17.212934,0,0.310121,lll2163.jpg
-71.569427,27.805073,0,0.032694,lll1871.jpg
-65.154251,31.958942,0,0.073562,lll3131.jpg
1.921908,-34.279266,0,0.232207,lll3262.jpg
37.789906,-1.719939,0,0.51399,lll283.jpg
4.332099,35.591835,0,0.364955,lll2463.jpg
-15.564884,-77.101524,0,0.053467,lll1304.jpg
19.978231,-6.249297,0,0.253474,lll2174.jpg
-10.172335,30.879267,0,0.664542,lll13094.jpg
-17.473509,-73.481148,0,0.054028,lll2133.jpg
54.437023,-5.4059,0,0.066939,lll0.jpg
-2.261577,-56.718018,0,0.253703,lll1562.jpg
44.743519,-1.960613,0,0.06153,lll61.jpg
29.035591,14.097075,0,0.072497,lll3150.jpg
-69.443016,32.684654,0,0.058452,lll3033.jpg
62.67767,-7.708305,0,0.162943,lll13024.jpg
-73.397339,37.368992,0,0.021625,lll13020.jpg
9.755305,52.362656,0,0.123369,lll2414.jpg
-2.775056,-7.962074,0,0.148809,lll1302.jpg
12.326778,-10.935914,0,0.466938,lll183.jpg
47.876724,-4.460464,0,0.129964,lll2122.jpg
54.238922,-0.575594,0,0.048236,lll321.jpg
-5.911211,-0.869259,0,0.209048,lll13010.jpg
-70.320312,25.269823,0,0.108444,lll3244.jpg
23.198391,-53.108799,0,0.349412,lll3074.jpg
-2.940589,-8.853121,0,0.216285,lll2.jpg
3.431679,-38.198418,0,0.127714,lll3064.jpg
-6.902792,70.745277,0,0.301308,lll3130.jpg
28.816666,12.786586,0,0.387427,lll2451.jpg
-65.19223,26.329836,0,0.150245,lll13041.jpg
-2.774944,-7.962149,0,0.148809,lll302.jpg
8.085829,52.840584,0,0.253573,lll13060.jpg
-70.271233,29.539717,0,0.062745,lll1830.jpg
-40.747063,-1.032817,0,0.43895,lll2873.jpg
-1.884998,-53.384941,0,0.278833,lll2860.jpg
-70.309044,33.660267,0,0.025131,lll33.jpg
9.750271,52.554909,0,0.168085,lll2114.jpg
20.034716,-6.26436,0,0.277425,lll2424.jpg
15.102554,-9.94647,0,0.300471,lll1512.jpg
-13.852229,-22.483862,0,0.107115,lll43.jpg
-15.372614,-76.434639,0,0.05341,lll284.jpg
-17.084373,-72.805916,0,0.052428,lll3283.jpg
51.680607,-3.302487,0,0.121878,lll1861.jpg
50.519375,-0.588057,0,0.10163,lll182.jpg
-18.492043,-74.529388,0,0.053801,lll1893.jpg
-9.016212,69.833557,0,0.137694,lll11.jpg
39.124886,20.385315,0,0.180225,lll1854.jpg
-8.074393,68.852722,0,0.147448,lll2821.jpg
8.085829,52.840584,0,0.253573,lll3060.jpg
-75.809586,23.860291,0,0.226249,lll63.jpg
-65.192238,26.329859,0,0.150245,lll3041.jpg
14.083478,-56.581081,0,0.351072,lll2454.jpg
4.883769,-39.601162,0,0.158964,lll2484.jpg
-17.81772,-71.800148,0,0.053759,lll3083.jpg
22.308945,-5.385457,0,0.305562,lll2854.jpg
18.47999,-5.945244,0,0.230068,lll2473.jpg
-75.873459,33.81353,0,0.007157,lll13051.jpg
5.527148,-39.219303,0,0.480194,lll1531.jpg
0.455977,35.041092,0,0.392501,lll91.jpg
-18.407803,-73.576561,0,0.054542,lll1533.jpg
-7.819955,68.375702,0,0.193009,lll13021.jpg
-41.128181,13.052938,0,0.601536,lll1813.jpg
-70.729637,24.074951,0,0.0779,lll54.jpg
62.564564,-4.679391,0,0.09077,lll13090.jpg
-24.027592,-72.331657,0,0.056526,lll2823.jpg
28.620224,13.983148,0,0.093398,lll13050.jpg
50.605148,-1.131297,0,0.14598,lll152.jpg
14.864583,-54.444477,0,0.173906,lll13080.jpg
-73.831841,37.146145,0,0.018585,lll2820.jpg
61.156895,-1.347628,0,0.115047,lll2194.jpg
-69.577209,25.933258,0,0.123804,lll13044.jpg
14.272823,-10.374565,0,0.490243,lll2141.jpg
-16.165455,-74.520813,0,0.052591,lll1823.jpg
-7.874538,72.312469,0,0.128109,lll13073.jpg
-0.942434,-5.51663,0,0.171125,lll242.jpg
13.742665,53.026348,0,0.084678,lll3022.jpg
-75.199379,22.707108,0,0.335033,lll3193.jpg
-14.809921,-72.680824,0,0.052546,lll1590.jpg
13.7843,-9.591215,0,0.432175,lll1541.jpg
-11.514266,17.835121,0,0.664357,lll13081.jpg
30.417128,15.979525,0,0.350409,lll1892.jpg
-73.283501,26.110285,0,0.081986,lll13014.jpg
15.40797,-54.599461,0,0.149657,lll3180.jpg
63.815758,-8.446505,0,0.23131,lll1532.jpg
-7.139008,-47.652359,0,0.556985,lll3213.jpg
-54.948643,34.8941,0,0.138597,lll2883.jpg
-22.947515,-73.017952,0,0.053529,lll13053.jpg
45.299141,-4.64086,0,0.424837,lll2112.jpg
-9.825871,30.824722,0,0.650541,lll3194.jpg
-15.017097,-6.647454,0,0.665627,lll1842.jpg
-15.564884,-77.101524,0,0.053467,lll304.jpg
60.263718,-2.327498,0,0.053713,lll70.jpg
27.585352,17.632734,0,0.576698,lll1563.jpg
4.51334,-34.884037,0,0.289964,lll2431.jpg
-74.589439,22.995403,0,0.281114,lll93.jpg
-18.98765,-74.026543,0,0.053433,lll2193.jpg
-15.463339,-72.311806,0,0.052564,lll2184.jpg
21.135815,-6.187827,0,0.492989,lll2124.jpg
57.704453,-5.203683,0,0.100895,lll180.jpg
-12.799832,-22.874537,0,0.136438,lll3043.jpg
51.387897,13.034879,0,0.091296,lll2453.jpg
-73.117622,22.777033,0,0.062682,lll2440.jpg
1.07485,28.886641,0,0.525313,lll1872.jpg
4.327995,35.22834,0,0.253444,lll2164.jpg
-3.811275,-57.331966,0,0.339996,lll3232.jpg
13.848061,-9.916849,0,0.370009,lll1841.jpg
-70.790367,29.968294,0,0.066186,lll2150.jpg
-65.542175,26.51322,0,0.159582,lll3141.jpg
-12.799818,-22.874857,0,0.136438,lll13043.jpg
52.002068,12.509132,0,0.065891,lll2852.jpg
-61.989796,31.569569,0,0.047361,lll72.jpg
-24.593395,-72.905708,0,0.056384,lll13023.jpg
-9.676867,70.613182,0,0.105367,lll13011.jpg
13.877194,55.64817,0,0.081351,lll2871.jpg
-16.416321,-77.825294,0,0.055365,lll4.jpg
-71.525246,31.656504,0,0.097147,lll1834.jpg
15.214675,-54.361916,0,0.173906,lll3080.jpg
-0.36306,33.658672,0,0.373503,lll2892.jpg
-5.873887,-47.913757,0,0.446002,lll2813.jpg
4.012352,-36.989628,0,0.129373,lll64.jpg
-11.514278,17.835125,0,0.664357,lll3081.jpg
-65.817459,26.715673,0,0.175586,lll3241.jpg
13.725842,53.520115,0,0.091752,lll3222.jpg
14.249868,57.692844,0,0.061667,lll2441.jpg
27.696274,-11.132559,1,0.070102,00000000000000967_0.jpg
49.560425,-10.286314,1,0.693041,00000000000000200_0.jpg
-12.449731,-10.623496,1,0.647835,00000000000000479_0.jpg
-37.412727,5.275661,1,0.688288,00000000000000846_0.jpg
-31.266714,0.606253,1,0.646506,00000000000000172_0.jpg
34.468758,-12.873381,1,0.029008,00000000000000364_0.jpg
34.192394,-10.785735,1,0.122849,00000000000000630_0.jpg
-12.875027,6.076503,1,0.565981,00000000000000935_0.jpg
9.635524,-25.680899,1,0.497212,00000000000000576_0.jpg
-7.454123,28.869026,1,0.609711,00000000000000604_0.jpg
-11.499984,43.754726,1,0.136082,00000000000000381_0.jpg
6.757559,-32.673428,1,0.667913,00000000000000995_0.jpg
30.630798,-30.814947,1,0.00342,00000000000000503_0.jpg
7.742057,-1.867459,1,0.693068,00000000000000196_0.jpg
-13.192732,33.642368,1,0.480542,00000000000000406_0.jpg
-15.839601,-38.999569,1,0.286496,00000000000000400_0.jpg
